temperature,steps,humidity,heart_rate,sleep_count,stress
36.2,4993.0,47.5,56.0,2.3,1
36.0,4349.0,55.2,37.0,8.0,0
35.7,12018.0,72.4,91.0,3.8,1
37.3,1789.0,88.4,72.0,9.5,1
36.9,6171.0,83.6,61.0,5.9,1
36.6,8081.0,50.5,75.0,5.6,1
36.7,8845.0,89.9,72.0,8.2,1
36.0,11201.0,30.2,76.0,7.7,0
37.8,5968.0,31.7,82.0,6.9,2
36.7,9578.0,79.4,67.0,9.5,1
36.7,9195.0,42.0,61.0,5.4,1
37.0,8667.0,33.6,78.0,8.5,1
36.8,9967.0,44.2,78.0,5.0,1
36.7,4632.0,55.6,71.0,8.7,1
36.2,2185.0,73.8,92.0,4.1,1
36.8,2670.0,67.5,66.0,4.3,1
37.5,4144.0,44.3,61.0,7.4,1
37.3,8003.0,60.2,74.0,3.7,1
37.4,12766.0,85.6,63.0,3.8,1
36.3,10818.0,78.9,75.0,4.4,1
36.1,12047.0,49.4,62.0,7.4,0
36.5,5914.0,88.9,66.0,9.1,1
36.6,6665.0,72.5,89.0,7.4,1
37.1,6512.0,33.7,66.0,8.6,1
35.8,3686.0,32.1,62.0,6.3,0
37.4,1857.0,40.1,82.0,2.6,2
36.5,9273.0,73.7,59.0,2.8,1
36.4,14849.0,41.0,63.0,6.4,1
36.1,3336.0,60.7,76.0,4.6,1
35.8,1654.0,35.6,79.0,3.8,1
37.0,11913.0,85.3,82.0,5.7,1
36.6,4536.0,50.6,63.0,7.3,1
36.0,12615.0,84.5,76.0,5.1,1
36.0,10855.0,86.7,65.0,8.4,0
36.4,14239.0,30.4,64.0,7.9,0
37.4,6725.0,57.8,82.0,7.9,2
36.5,10268.0,31.5,65.0,9.9,0
35.8,7508.0,84.5,73.0,4.4,0
36.5,9828.0,61.1,72.0,7.2,1
36.5,7294.0,34.5,59.0,8.8,1
35.3,3641.0,36.6,80.0,6.6,1
36.6,8111.0,53.0,76.0,8.3,1
36.5,8400.0,86.4,50.0,5.3,1
36.9,12348.0,71.6,73.0,6.7,1
37.5,11297.0,82.1,62.0,2.4,1
37.2,10293.0,52.0,81.0,9.9,1
36.5,2587.0,32.6,56.0,8.4,0
36.0,11089.0,88.5,66.0,9.0,0
37.9,8004.0,31.0,74.0,7.6,1
36.6,13517.0,86.9,71.0,3.5,1
36.6,13878.0,52.1,78.0,2.2,1
36.6,1772.0,30.6,55.0,8.9,0
36.7,12489.0,71.3,87.0,5.2,2
36.5,1528.0,88.8,75.0,4.1,1
36.3,6140.0,87.9,84.0,6.5,1
36.3,8592.0,39.7,79.0,5.4,1
36.6,3073.0,40.9,70.0,7.2,1
36.3,11448.0,63.9,57.0,5.9,1
36.2,1117.0,68.2,64.0,7.6,1
36.7,3360.0,74.4,86.0,8.8,1
36.5,9131.0,40.9,84.0,3.6,1
37.4,11001.0,87.5,64.0,4.6,2
35.3,13833.0,68.3,42.0,5.5,0
37.1,10877.0,80.8,68.0,9.7,1
37.2,10405.0,62.4,67.0,4.9,1
35.6,6521.0,54.9,68.0,5.0,0
36.4,1018.0,88.6,75.0,7.2,2
36.4,2682.0,64.9,79.0,5.4,1
35.9,8484.0,82.0,80.0,9.6,1
36.2,10452.0,87.2,74.0,9.2,1
36.0,6844.0,70.5,52.0,6.1,0
37.5,11230.0,62.9,67.0,7.2,1
37.1,8306.0,30.2,93.0,2.5,2
37.2,2038.0,32.4,74.0,7.6,1
37.0,3688.0,42.1,74.0,7.7,1
36.0,12760.0,41.2,74.0,4.9,1
36.3,11149.0,45.3,74.0,3.8,1
36.8,13527.0,48.3,46.0,9.3,0
36.0,2646.0,51.6,68.0,5.4,1
37.0,14863.0,55.2,70.0,7.2,1
36.5,3932.0,35.9,83.0,2.3,1
36.4,1165.0,32.5,70.0,5.3,1
37.0,14964.0,70.4,54.0,8.5,0
36.8,4935.0,62.2,74.0,5.1,1
36.4,10352.0,56.6,62.0,6.8,1
37.2,3474.0,68.1,58.0,3.7,1
36.1,9123.0,79.7,62.0,5.3,1
36.9,13656.0,55.7,75.0,9.4,1
36.9,5483.0,68.5,83.0,6.5,1
36.4,10384.0,87.2,75.0,9.2,1
36.8,3631.0,80.4,76.0,9.2,1
36.0,9747.0,55.6,75.0,9.6,1
37.1,5710.0,68.7,71.0,9.2,1
36.5,3957.0,40.6,77.0,2.0,1
36.3,5385.0,63.6,46.0,9.5,1
37.1,3504.0,88.9,71.0,3.1,2
36.2,13627.0,61.1,60.0,2.3,1
35.9,6561.0,85.7,82.0,2.4,1
35.8,4434.0,54.4,69.0,4.8,1
36.9,7278.0,89.9,70.0,7.0,1
36.0,5488.0,64.8,55.0,5.2,0
37.5,11422.0,32.5,80.0,2.2,1
35.6,14597.0,65.2,76.0,5.8,0
37.4,7132.0,46.5,76.0,5.5,1
36.7,13054.0,31.9,62.0,8.1,0
36.6,8922.0,79.3,62.0,4.2,1
36.3,3201.0,46.5,72.0,3.7,1
36.8,10669.0,77.8,63.0,4.0,1
36.6,8188.0,47.3,74.0,4.4,1
37.2,10108.0,41.7,48.0,6.8,1
36.7,13456.0,88.4,65.0,5.8,1
36.7,7166.0,51.7,88.0,4.7,1
36.4,13616.0,66.1,74.0,5.0,1
36.6,11509.0,66.6,72.0,5.0,1
36.8,7840.0,63.6,90.0,9.8,1
35.7,9445.0,84.9,47.0,3.9,1
35.9,5558.0,70.5,62.0,8.5,1
37.0,14770.0,54.2,66.0,7.7,1
36.7,10343.0,81.7,79.0,2.0,2
36.5,1614.0,40.9,79.0,9.9,1
36.6,5573.0,62.7,61.0,8.1,1
36.8,9726.0,87.0,80.0,7.5,1
36.3,1789.0,67.5,66.0,5.2,1
36.2,1334.0,79.0,82.0,6.4,2
36.7,7300.0,69.2,60.0,4.0,1
36.1,5658.0,80.4,69.0,2.3,1
36.8,7136.0,86.7,65.0,8.7,1
35.7,4678.0,46.4,81.0,9.2,1
37.1,3306.0,40.2,65.0,3.3,1
36.8,10648.0,59.0,70.0,8.3,1
36.7,8204.0,72.1,75.0,7.9,1
37.1,3802.0,43.6,75.0,3.4,1
37.4,5474.0,30.2,79.0,5.4,2
37.1,9285.0,50.6,72.0,5.4,1
35.7,2011.0,88.1,66.0,8.1,1
36.0,3064.0,71.7,67.0,8.7,1
36.3,2025.0,54.1,70.0,2.8,1
36.6,12372.0,41.6,72.0,6.5,1
36.9,11534.0,51.4,69.0,8.1,1
36.2,11546.0,40.2,70.0,8.3,1
36.7,11029.0,36.4,55.0,3.2,0
36.2,10371.0,84.4,77.0,6.2,1
36.3,7678.0,89.9,72.0,8.9,1
35.9,9992.0,39.8,80.0,4.5,1
36.1,1537.0,33.3,70.0,5.4,1
35.9,9701.0,49.8,53.0,8.4,0
36.1,11890.0,57.7,66.0,2.7,1
37.1,8005.0,42.3,68.0,8.9,1
36.1,6005.0,48.1,77.0,4.5,1
37.9,4884.0,42.1,49.0,2.0,1
36.8,9999.0,76.5,70.0,3.9,1
36.7,10699.0,72.8,75.0,2.7,1
36.2,13194.0,68.1,63.0,2.7,1
37.0,5793.0,53.2,71.0,7.5,1
36.3,11777.0,84.5,64.0,3.7,1
36.7,8859.0,88.2,63.0,9.5,1
37.9,13360.0,40.4,66.0,6.1,1
36.6,8389.0,43.4,63.0,5.7,1
37.2,8247.0,61.5,77.0,5.5,1
36.2,9090.0,35.5,63.0,7.5,0
36.6,11490.0,56.2,61.0,5.6,1
37.5,14506.0,64.9,88.0,3.0,2
36.3,2030.0,61.3,80.0,9.0,1
37.5,1748.0,49.9,51.0,5.4,1
37.0,14126.0,62.5,62.0,2.6,1
36.3,8418.0,87.5,72.0,6.2,1
36.9,9609.0,42.4,73.0,7.2,1
37.1,7754.0,69.3,55.0,4.2,1
36.9,2311.0,32.6,82.0,8.4,1
35.8,11753.0,34.0,78.0,7.4,0
36.2,11461.0,63.1,75.0,7.2,1
36.5,5364.0,36.3,84.0,5.4,1
36.6,5287.0,31.3,75.0,9.7,1
36.9,12730.0,40.3,74.0,4.2,1
36.7,2013.0,63.9,86.0,6.6,1
35.9,13335.0,72.2,81.0,4.5,1
36.8,4593.0,42.1,62.0,8.0,1
36.9,9302.0,70.1,76.0,2.4,1
36.9,14104.0,40.9,63.0,2.4,1
37.1,10494.0,66.8,75.0,8.5,1
37.0,6802.0,54.7,75.0,5.5,1
36.8,10653.0,69.2,56.0,4.7,1
36.6,5816.0,89.7,69.0,6.9,1
35.8,4882.0,86.3,73.0,7.6,1
36.8,14954.0,30.3,66.0,3.6,1
36.7,11511.0,83.1,73.0,3.5,1
36.7,10026.0,34.0,78.0,9.7,1
36.0,5974.0,87.2,70.0,6.7,1
36.1,1688.0,46.9,72.0,5.1,1
37.1,1435.0,52.9,84.0,8.4,2
36.6,8759.0,35.5,75.0,6.2,1
36.9,11668.0,36.7,72.0,3.9,1
36.6,8523.0,73.6,60.0,3.7,1
36.6,12771.0,86.7,77.0,5.2,1
37.1,1468.0,66.6,73.0,8.9,1
36.3,6135.0,73.0,83.0,2.5,2
36.6,4319.0,75.7,70.0,3.7,1
36.4,7262.0,45.8,52.0,9.1,0
36.4,2013.0,32.7,53.0,3.0,1
36.4,14358.0,30.1,77.0,7.0,1
36.7,4126.0,51.0,64.0,3.7,1
36.4,13912.0,44.5,74.0,6.8,0
37.2,6963.0,33.7,71.0,5.1,1
36.2,14797.0,40.8,68.0,2.8,0
36.5,8757.0,37.5,69.0,6.7,0
36.4,14032.0,84.9,61.0,7.5,0
37.3,1075.0,38.4,70.0,7.4,1
36.7,11475.0,62.3,64.0,7.1,1
37.1,13643.0,65.6,66.0,6.0,1
35.9,2956.0,62.6,67.0,6.2,1
36.7,2346.0,35.9,68.0,7.1,1
37.0,6944.0,49.1,79.0,7.5,1
36.6,14072.0,33.1,69.0,7.2,0
37.1,8593.0,53.7,80.0,6.7,1
36.3,8384.0,41.3,85.0,3.2,1
37.3,2976.0,63.7,79.0,3.7,2
37.7,1011.0,71.6,75.0,4.1,2
36.4,12342.0,61.9,73.0,9.4,1
36.4,2226.0,56.1,79.0,8.1,1
37.3,9874.0,53.2,71.0,6.4,1
37.4,13805.0,80.5,80.0,4.0,1
36.3,3921.0,43.2,76.0,2.9,1
36.4,10314.0,74.1,66.0,9.2,1
36.5,2102.0,75.4,79.0,9.1,1
35.9,9453.0,55.2,71.0,2.9,1
36.1,3295.0,47.8,69.0,8.4,1
36.1,11303.0,58.2,65.0,5.6,0
36.2,5217.0,35.6,72.0,4.6,1
36.6,7487.0,32.8,80.0,7.9,1
36.7,9392.0,36.7,79.0,6.9,1
37.4,3398.0,41.2,74.0,8.2,1
36.1,11383.0,60.3,76.0,2.6,1
37.1,5237.0,80.9,83.0,4.5,2
36.5,10273.0,44.1,69.0,4.6,1
36.6,3216.0,86.1,59.0,4.6,1
36.9,10634.0,87.3,83.0,6.0,1
36.0,2795.0,87.5,65.0,4.3,1
36.8,6955.0,80.3,63.0,5.6,1
36.7,4461.0,51.8,52.0,4.9,1
36.8,11477.0,34.4,76.0,7.9,1
36.7,4668.0,64.1,54.0,6.8,1
37.8,13344.0,63.5,62.0,7.2,1
36.3,13485.0,81.0,76.0,3.7,1
36.3,3750.0,89.8,77.0,4.6,1
36.3,9594.0,60.5,63.0,2.2,1
36.3,2228.0,50.7,69.0,2.9,1
36.3,6482.0,41.2,61.0,4.1,1
37.2,10987.0,30.3,65.0,2.5,1
37.3,10232.0,60.5,73.0,6.8,1
36.3,9746.0,63.3,65.0,10.0,0
36.2,4956.0,79.5,68.0,2.8,1
36.8,6292.0,60.3,55.0,8.6,1
36.3,2441.0,85.0,81.0,3.0,1
36.9,11066.0,67.7,75.0,7.4,1
36.7,8054.0,80.4,78.0,7.1,1
35.8,10923.0,38.9,83.0,9.2,1
37.4,4485.0,81.3,62.0,2.9,1
37.5,5542.0,70.5,66.0,4.5,2
36.3,5679.0,40.2,51.0,2.7,0
36.4,1360.0,41.4,101.0,5.3,2
36.7,5775.0,85.6,69.0,9.3,1
36.8,12246.0,31.9,80.0,8.3,1
36.9,13562.0,57.8,58.0,7.8,1
37.6,8255.0,48.8,80.0,6.3,1
36.5,7377.0,69.9,89.0,9.1,1
36.2,1432.0,80.4,69.0,5.6,1
35.9,13309.0,51.6,60.0,3.2,0
36.2,1182.0,55.6,69.0,8.7,1
36.6,14227.0,88.9,48.0,4.2,0
37.5,7849.0,77.0,70.0,2.4,2
36.3,5787.0,83.8,78.0,3.0,1
36.7,13939.0,56.3,70.0,6.9,1
36.6,1341.0,44.0,67.0,6.9,1
37.2,9140.0,54.7,75.0,4.1,1
37.9,8685.0,73.0,76.0,7.8,2
36.3,4070.0,36.6,53.0,8.2,0
36.4,7004.0,46.2,71.0,9.4,1
37.1,10132.0,32.8,94.0,6.7,2
36.9,11180.0,55.9,57.0,8.2,1
37.5,1010.0,79.6,69.0,8.0,2
36.9,14116.0,31.5,89.0,4.1,1
36.4,3303.0,70.5,81.0,4.5,1
36.9,4270.0,85.9,65.0,5.8,1
37.2,4689.0,44.2,72.0,2.2,1
37.0,1529.0,71.6,70.0,4.4,1
36.9,2723.0,88.5,63.0,5.8,1
37.1,14809.0,87.7,69.0,2.9,1
37.2,5413.0,44.1,67.0,3.0,1
37.3,2614.0,36.0,71.0,5.7,1
36.9,2498.0,38.9,63.0,7.8,1
36.5,11072.0,72.1,57.0,8.7,1
36.7,12964.0,73.5,70.0,6.4,1
37.2,4597.0,70.5,87.0,5.8,2
36.2,1293.0,50.2,71.0,5.1,1
36.8,4123.0,40.2,67.0,3.5,1
36.4,1791.0,64.8,78.0,3.2,1
36.6,2448.0,59.0,68.0,8.3,1
37.2,7041.0,73.7,89.0,5.7,2
36.7,4219.0,56.5,70.0,8.3,1
36.6,8223.0,50.3,77.0,7.6,1
35.9,4549.0,47.6,62.0,3.6,1
37.0,14168.0,42.7,75.0,6.1,1
36.9,13683.0,45.9,73.0,5.6,1
37.7,8935.0,35.7,69.0,5.4,1
36.4,5962.0,50.8,65.0,6.3,1
36.7,6336.0,32.2,64.0,9.9,0
36.7,6766.0,41.2,73.0,8.5,1
37.4,11186.0,74.8,76.0,9.2,1
36.6,7323.0,49.5,69.0,2.2,1
36.7,12994.0,70.1,73.0,3.1,1
36.9,14217.0,73.0,70.0,2.7,1
36.7,5703.0,64.9,71.0,4.1,1
36.4,8850.0,87.5,68.0,5.5,1
36.7,2331.0,31.3,70.0,7.1,1
37.1,3807.0,74.3,97.0,6.0,2
36.1,6789.0,87.5,73.0,9.2,1
36.7,3887.0,81.7,76.0,9.5,1
36.2,13272.0,40.1,74.0,3.3,1
37.2,3216.0,49.6,67.0,8.8,1
35.8,7379.0,40.3,83.0,5.9,1
36.3,9480.0,66.1,67.0,5.6,1
36.8,10686.0,72.7,81.0,8.3,1
37.4,6363.0,49.0,67.0,2.7,1
36.6,13167.0,62.4,60.0,9.1,1
36.3,8956.0,71.5,74.0,7.4,1
37.5,7153.0,55.3,59.0,9.0,1
35.9,1941.0,81.2,75.0,10.0,1
35.5,7506.0,76.3,58.0,6.1,0
36.8,12490.0,33.9,67.0,2.7,1
36.3,9604.0,67.3,56.0,3.3,1
36.1,12650.0,44.1,98.0,4.6,1
37.0,7916.0,63.5,53.0,2.8,1
36.7,2658.0,87.4,70.0,8.5,1
36.3,1191.0,82.7,81.0,4.4,2
36.0,5245.0,54.3,80.0,9.8,1
37.0,10772.0,47.5,79.0,7.6,1
36.9,12064.0,44.1,67.0,3.4,1
36.6,5141.0,62.0,84.0,5.8,1
37.5,7939.0,36.9,79.0,5.7,1
36.1,6896.0,63.0,72.0,5.9,1
35.8,6747.0,30.1,72.0,6.3,1
36.3,4239.0,49.4,67.0,2.2,1
36.6,2909.0,43.2,61.0,7.5,1
36.7,3754.0,88.3,82.0,5.9,2
36.5,1775.0,73.6,83.0,8.3,1
36.8,3774.0,51.0,61.0,8.5,1
36.0,1129.0,35.6,68.0,3.8,1
37.3,9782.0,61.0,69.0,2.4,1
36.6,5429.0,42.8,70.0,7.6,1
37.2,14624.0,62.2,71.0,9.8,1
36.8,3712.0,80.1,79.0,5.6,1
36.8,5842.0,66.9,63.0,4.1,1
36.9,6010.0,68.0,62.0,3.3,1
36.8,1118.0,62.5,82.0,4.3,1
36.9,12749.0,85.6,65.0,4.6,0
37.3,1448.0,85.9,57.0,5.4,1
36.7,14163.0,60.8,65.0,7.2,1
37.0,13489.0,48.3,67.0,4.2,1
36.6,8497.0,57.6,86.0,2.4,1
37.3,8610.0,41.2,79.0,5.0,2
36.3,10153.0,68.2,81.0,8.8,1
37.5,6419.0,60.0,78.0,6.0,1
36.6,10061.0,36.2,79.0,9.7,1
35.9,1627.0,41.9,63.0,6.0,1
36.7,1757.0,58.8,68.0,4.2,1
36.3,7401.0,83.3,60.0,3.5,1
37.0,8695.0,64.0,68.0,7.6,1
36.3,13429.0,70.9,77.0,6.3,1
36.4,2465.0,50.3,71.0,6.8,1
35.7,12517.0,64.3,83.0,8.0,1
36.4,3941.0,56.8,59.0,7.8,1
35.4,6517.0,69.5,75.0,2.3,0
35.8,5432.0,33.0,58.0,8.4,0
37.0,6602.0,59.6,71.0,6.3,1
37.0,3107.0,47.8,77.0,5.1,2
36.8,8050.0,49.6,68.0,6.3,1
36.1,12223.0,87.7,76.0,6.9,1
36.6,7181.0,41.0,60.0,3.2,1
36.6,7869.0,48.7,53.0,5.3,1
36.0,12883.0,60.6,76.0,4.7,1
37.4,10885.0,81.8,87.0,4.8,2
37.0,7866.0,55.0,60.0,2.7,1
36.5,4608.0,74.6,82.0,3.3,1
36.6,13389.0,81.4,70.0,3.3,1
36.7,9078.0,48.6,57.0,5.0,1
35.6,4096.0,53.6,59.0,9.2,0
36.5,4768.0,51.4,70.0,3.6,1
36.3,12244.0,80.0,66.0,5.3,1
36.1,1618.0,32.7,57.0,4.5,1
36.5,14889.0,48.5,53.0,8.3,0
37.5,2825.0,70.8,62.0,2.4,2
36.9,12145.0,63.9,72.0,3.6,1
36.3,6527.0,56.2,70.0,3.7,1
36.9,7891.0,62.4,65.0,9.9,1
37.3,13329.0,41.9,72.0,6.6,1
37.1,6781.0,55.8,80.0,3.1,2
36.6,8525.0,60.1,74.0,4.2,1
36.3,1690.0,84.1,69.0,3.3,1
36.9,1033.0,45.7,79.0,3.0,1
36.8,4427.0,82.1,60.0,8.4,1
37.0,10528.0,68.7,68.0,6.0,1
36.9,2698.0,31.2,68.0,7.0,1
37.1,2593.0,73.5,58.0,4.7,1
36.3,6753.0,32.1,66.0,6.4,0
37.3,10070.0,89.8,49.0,4.1,1
36.7,10969.0,82.4,89.0,4.5,1
37.6,3498.0,47.8,61.0,7.2,1
36.3,2114.0,45.4,86.0,3.2,1
37.5,14166.0,52.9,70.0,6.9,1
36.7,4649.0,51.4,76.0,8.8,1
36.3,12947.0,52.3,65.0,3.0,1
36.4,13089.0,49.1,72.0,9.2,0
36.4,11815.0,67.3,77.0,2.6,1
36.8,3364.0,39.9,77.0,4.8,1
36.9,12505.0,80.8,78.0,6.9,1
36.3,11770.0,78.7,66.0,6.5,1
36.6,9354.0,58.6,65.0,2.8,1
37.7,5721.0,81.2,54.0,8.4,1
37.5,4675.0,44.8,75.0,9.8,1
36.8,2706.0,31.1,81.0,3.4,1
36.6,8137.0,67.2,86.0,9.2,1
36.7,9194.0,57.5,73.0,6.5,1
36.9,6031.0,64.0,62.0,9.5,1
36.1,7655.0,84.0,53.0,3.4,1
36.5,6089.0,88.2,80.0,8.3,1
35.8,9974.0,68.1,52.0,2.5,1
36.8,13618.0,75.8,67.0,9.1,1
36.9,3295.0,35.0,68.0,7.4,1
36.4,6340.0,39.6,69.0,5.0,1
37.4,2972.0,74.0,70.0,3.5,1
36.0,9749.0,55.9,71.0,8.5,0
35.9,11204.0,56.8,46.0,6.8,0
36.7,14047.0,48.5,70.0,4.9,1
37.1,4904.0,66.4,48.0,5.6,1
37.4,14303.0,41.1,77.0,8.6,1
36.4,1886.0,67.6,64.0,4.7,1
37.1,9442.0,40.4,48.0,2.7,1
36.6,1800.0,33.8,62.0,9.3,1
36.5,13513.0,49.8,64.0,5.1,1
37.0,8417.0,43.9,82.0,4.8,1
36.9,10371.0,83.3,72.0,3.6,1
35.8,12642.0,33.3,73.0,9.2,0
37.3,3104.0,40.6,82.0,3.7,1
37.3,1540.0,62.9,69.0,7.1,1
36.3,13304.0,58.9,78.0,9.0,1
36.8,5409.0,32.8,77.0,2.3,1
36.8,2806.0,30.4,57.0,8.6,0
36.7,7558.0,89.3,85.0,5.3,2
36.3,9376.0,69.5,56.0,7.3,1
36.3,1434.0,51.9,79.0,5.0,1
36.6,4849.0,58.2,55.0,7.6,1
37.2,1459.0,46.0,76.0,4.0,2
36.9,6885.0,50.7,89.0,2.2,1
36.4,13531.0,68.9,68.0,9.6,1
37.0,14757.0,83.0,67.0,2.1,1
35.2,9919.0,41.0,76.0,8.6,0
37.2,3263.0,80.4,67.0,3.4,1
35.7,13682.0,37.3,88.0,5.1,1
36.4,8227.0,42.9,72.0,8.6,0
36.0,3152.0,32.2,67.0,3.6,1
36.0,13904.0,38.4,65.0,8.9,1
37.2,11605.0,85.0,61.0,6.0,1
36.4,11244.0,57.6,64.0,4.9,1
36.8,10929.0,34.7,66.0,7.3,1
36.6,3805.0,87.6,65.0,4.7,1
36.8,3954.0,82.7,63.0,4.8,1
36.6,10636.0,75.3,91.0,7.9,1
36.0,4076.0,86.0,60.0,4.5,1
37.1,7141.0,43.2,71.0,3.6,1
36.4,11948.0,80.2,76.0,8.5,1
35.8,11975.0,71.4,76.0,8.4,1
36.4,7346.0,82.2,69.0,6.0,1
37.4,12091.0,77.8,68.0,6.2,1
37.0,12741.0,50.8,75.0,7.6,1
36.4,10167.0,76.5,73.0,6.1,1
36.4,4198.0,45.7,67.0,5.3,1
36.4,4836.0,49.7,54.0,10.0,1
37.6,5408.0,36.5,65.0,3.2,1
36.8,2635.0,86.1,59.0,6.7,1
36.8,4824.0,47.5,63.0,9.1,1
37.1,3933.0,61.2,70.0,7.5,1
36.7,7375.0,53.5,74.0,9.0,1
36.5,13718.0,87.6,88.0,4.7,1
36.5,2463.0,50.1,65.0,4.2,1
36.6,11084.0,76.7,78.0,8.8,1
36.6,10622.0,81.3,73.0,5.2,1
37.0,2341.0,56.1,83.0,7.7,1
36.6,13916.0,52.7,76.0,3.2,1
37.0,8959.0,74.9,60.0,8.0,1
36.6,6092.0,84.8,53.0,6.4,1
36.6,11592.0,75.3,73.0,4.1,1
35.6,4603.0,43.6,65.0,6.0,0
37.1,10709.0,83.3,60.0,7.6,1
36.8,1556.0,53.3,57.0,2.1,1
37.1,12752.0,64.6,72.0,7.1,1
35.2,7274.0,79.9,85.0,6.3,1
37.6,9914.0,41.3,66.0,3.8,1
36.5,4097.0,77.1,76.0,8.0,1
37.2,10479.0,65.8,69.0,4.4,1
36.1,11811.0,83.6,57.0,4.2,1
36.9,7625.0,40.3,77.0,5.8,1
36.1,9648.0,55.2,59.0,7.4,0
36.3,7389.0,80.0,70.0,9.4,1
37.6,13517.0,31.2,67.0,3.1,1
36.5,7970.0,36.7,79.0,5.2,1
36.7,12785.0,89.4,59.0,2.5,1
37.0,12219.0,46.8,74.0,8.1,1
36.8,6747.0,88.5,62.0,5.6,1
36.7,4221.0,41.0,65.0,7.7,1
36.8,6685.0,51.7,34.0,4.6,0
37.8,12567.0,75.2,91.0,8.8,2
36.6,4187.0,69.5,76.0,6.3,1
36.7,8342.0,64.9,62.0,9.5,1
37.1,12285.0,61.8,59.0,2.6,1
37.2,5949.0,80.6,65.0,6.1,1
37.2,9991.0,44.1,77.0,8.1,1
36.9,4439.0,56.5,51.0,6.8,1
36.0,2530.0,39.3,69.0,2.2,1
37.4,12121.0,65.8,88.0,9.8,1
36.0,2386.0,45.0,59.0,4.4,0
36.8,4799.0,50.0,71.0,4.0,1
36.2,12972.0,58.3,92.0,5.9,1
36.6,5851.0,31.6,76.0,6.3,1
36.8,14623.0,35.5,71.0,8.1,1
36.8,14716.0,71.2,75.0,5.1,1
36.8,4756.0,55.7,66.0,5.5,1
37.4,1574.0,81.9,83.0,6.3,2
36.8,10871.0,71.7,66.0,5.2,1
36.5,7314.0,30.5,50.0,9.3,0
37.1,2411.0,67.0,66.0,8.8,1
37.2,10905.0,35.6,60.0,5.6,1
36.0,1436.0,76.9,67.0,2.0,1
36.9,13183.0,89.5,67.0,9.2,1
37.0,2941.0,61.9,82.0,3.0,1
36.5,2782.0,71.0,77.0,4.0,1
37.3,3459.0,44.2,73.0,3.2,2
36.5,14444.0,56.3,70.0,3.4,1
36.7,10704.0,81.4,59.0,8.4,1
36.5,12219.0,40.0,48.0,6.6,0
36.6,6567.0,45.9,71.0,9.6,1
36.1,5708.0,56.7,78.0,3.9,1
35.9,4283.0,72.7,69.0,5.9,1
37.4,7729.0,52.6,65.0,9.8,1
36.2,8726.0,85.7,75.0,8.6,1
36.1,9845.0,35.7,69.0,7.8,0
35.5,4600.0,52.2,87.0,3.5,1
36.3,14281.0,72.5,82.0,8.2,1
35.9,3377.0,43.6,80.0,4.8,1
37.4,14519.0,69.4,78.0,6.2,1
37.1,1208.0,39.9,57.0,6.9,1
36.3,7736.0,33.4,77.0,6.9,1
37.7,5667.0,37.3,74.0,7.8,1
37.1,7288.0,85.8,76.0,7.3,1
36.4,8989.0,63.1,75.0,2.5,1
35.4,7098.0,77.8,75.0,5.7,1
37.7,6808.0,50.0,97.0,7.3,2
35.9,11258.0,65.6,69.0,4.4,0
35.8,10602.0,59.7,79.0,4.5,1
37.1,12666.0,86.7,65.0,3.0,1
37.8,4499.0,74.9,78.0,5.3,2
37.3,9533.0,73.8,79.0,9.9,1
36.9,9193.0,32.8,74.0,4.3,1
36.9,6176.0,63.0,87.0,6.3,1
37.0,7805.0,58.0,61.0,7.9,1
37.0,5393.0,85.7,65.0,2.1,1
36.7,2986.0,45.4,72.0,9.2,1
36.7,3993.0,46.2,79.0,5.1,1
36.6,2477.0,54.7,72.0,9.0,1
36.2,10563.0,44.6,83.0,2.3,1
36.5,10250.0,37.8,63.0,3.2,1
35.8,14308.0,81.4,59.0,4.6,0
36.6,11215.0,63.5,73.0,4.8,1
36.1,1729.0,81.7,69.0,8.8,0
36.0,13379.0,79.9,75.0,2.1,1
36.7,13077.0,46.9,70.0,7.1,0
37.3,7206.0,62.9,67.0,3.1,1
37.1,9202.0,35.0,69.0,8.6,1
35.8,14665.0,84.9,70.0,8.2,1
36.1,8452.0,54.3,67.0,6.0,0
37.1,13675.0,53.6,68.0,3.7,1
36.1,2163.0,48.2,66.0,7.1,1
36.5,3675.0,57.6,79.0,3.3,1
36.9,7171.0,45.1,72.0,3.5,1
36.1,9187.0,52.5,93.0,7.0,1
36.7,12427.0,78.0,72.0,9.9,1
35.9,14836.0,80.1,64.0,9.1,0
36.3,6444.0,48.3,97.0,6.7,1
36.8,1664.0,58.1,74.0,6.3,1
35.8,12216.0,82.4,80.0,10.0,1
36.8,9461.0,33.2,76.0,6.4,1
36.6,3780.0,83.3,76.0,5.4,1
36.9,7928.0,43.2,75.0,9.3,1
36.7,11392.0,70.7,59.0,3.9,0
37.3,11786.0,65.0,74.0,2.8,2
36.7,7995.0,63.2,57.0,7.1,0
36.4,5273.0,81.6,68.0,2.8,1
36.7,14632.0,36.1,63.0,5.0,0
36.9,10287.0,50.8,74.0,5.4,1
36.6,6715.0,62.3,73.0,6.4,1
36.6,4926.0,78.7,75.0,9.9,1
36.2,11235.0,43.0,73.0,3.8,1
36.3,4391.0,78.2,64.0,5.0,1
35.9,3404.0,54.0,67.0,3.1,1
37.5,8418.0,41.3,79.0,6.9,1
36.0,5060.0,75.5,81.0,7.8,1
36.3,9805.0,35.5,59.0,5.9,0
36.2,2651.0,60.9,55.0,4.0,0
